,ParkName,ParkType,Region,State,Year,Month,RecVisitors2018,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,UnitCode,Gross Acres 2018,VisitorDensity2018
643,Craters of the Moon NM & PRES,National Monument,Pacific West ,ID,2018,8,36523,0,114985,0,0,0,1197,1665,38,0,CRMO,752377.33,0.048543462
644,Craters of the Moon NM & PRES,National Monument,Pacific West ,ID,2018,9,41721,0,132327,0,0,0,763,2654,24,0,CRMO,752377.33,0.055452229
645,Craters of the Moon NM & PRES,National Monument,Pacific West ,ID,2018,10,13637,0,43422,0,0,0,115,1038,22,0,CRMO,752377.33,0.018125214
646,Craters of the Moon NM & PRES,National Monument,Pacific West ,ID,2018,11,3173,0,7763,0,0,0,9,68,1,0,CRMO,752377.33,0.004217299
647,Craters of the Moon NM & PRES,National Monument,Pacific West ,ID,2018,12,2585,0,5559,0,0,0,0,0,0,0,CRMO,752377.33,0.003435776
648,Cumberland Island NS,National Seashore,Southeast ,GA,2018,1,2105,0,31420,0,0,0,677,0,232,0,CUIS,36346.83,0.057914267
649,Cumberland Island NS,National Seashore,Southeast ,GA,2018,2,3964,0,73724,0,0,0,1732,0,510,0,CUIS,36346.83,0.109060405
650,Cumberland Island NS,National Seashore,Southeast ,GA,2018,3,7943,0,140675,0,0,0,2847,0,1165,0,CUIS,36346.83,0.218533501
651,Cumberland Island NS,National Seashore,Southeast ,GA,2018,4,6276,0,118704,0,0,0,2803,0,671,0,CUIS,36346.83,0.172669804
652,Cumberland Island NS,National Seashore,Southeast ,GA,2018,5,5772,0,87390,0,0,0,1809,0,451,0,CUIS,36346.83,0.158803395
653,Cumberland Island NS,National Seashore,Southeast ,GA,2018,6,5526,0,94496,0,0,0,2399,0,205,0,CUIS,36346.83,0.152035267
654,Cumberland Island NS,National Seashore,Southeast ,GA,2018,7,5611,0,80852,0,0,0,1923,0,108,0,CUIS,36346.83,0.154373848
655,Cumberland Island NS,National Seashore,Southeast ,GA,2018,8,4810,0,48622,0,0,0,1090,0,146,0,CUIS,36346.83,0.132336162
656,Cumberland Island NS,National Seashore,Southeast ,GA,2018,9,3404,0,54228,0,0,0,1347,0,135,0,CUIS,36346.83,0.093653284
657,Cumberland Island NS,National Seashore,Southeast ,GA,2018,10,4374,0,95102,0,0,0,2626,0,422,0,CUIS,36346.83,0.120340618
658,Cumberland Island NS,National Seashore,Southeast ,GA,2018,11,4187,0,89192,0,0,0,2401,0,336,0,CUIS,36346.83,0.115195741
659,Cumberland Island NS,National Seashore,Southeast ,GA,2018,12,1678,0,36775,0,0,0,990,0,169,0,CUIS,36346.83,0.046166337
660,Curecanti NRA,National Recreation Area,Intermountain ,CO,2018,1,20384,0,67228,0,0,0,0,8,0,0,CURE,43590.56,0.467624183
661,Curecanti NRA,National Recreation Area,Intermountain ,CO,2018,2,20961,0,70839,0,0,0,12,80,0,0,CURE,43590.56,0.480860994
662,Curecanti NRA,National Recreation Area,Intermountain ,CO,2018,3,26992,0,90191,0,0,0,16,52,0,0,CURE,43590.56,0.619216638
663,Curecanti NRA,National Recreation Area,Intermountain ,CO,2018,4,48434,0,189546,0,0,0,528,964,167,0,CURE,43590.56,1.111112131
664,Curecanti NRA,National Recreation Area,Intermountain ,CO,2018,5,111385,0,537872,0,0,0,2580,6064,50,0,CURE,43590.56,2.555255083
665,Curecanti NRA,National Recreation Area,Intermountain ,CO,2018,6,149071,0,810580,0,0,0,4520,11028,149,0,CURE,43590.56,3.419800067
666,Curecanti NRA,National Recreation Area,Intermountain ,CO,2018,7,172170,0,913689,0,0,0,5852,11596,81,0,CURE,43590.56,3.949708377
667,Curecanti NRA,National Recreation Area,Intermountain ,CO,2018,8,148762,0,761816,0,0,0,4416,9668,120,0,CURE,43590.56,3.412711376
668,Curecanti NRA,National Recreation Area,Intermountain ,CO,2018,9,117155,0,495246,0,0,0,1788,4776,47,0,CURE,43590.56,2.687623192
669,Curecanti NRA,National Recreation Area,Intermountain ,CO,2018,10,67907,0,247107,0,0,0,1000,1448,0,0,CURE,43590.56,1.557837293
670,Curecanti NRA,National Recreation Area,Intermountain ,CO,2018,11,32920,0,100054,0,0,0,40,336,0,0,CURE,43590.56,0.755209385
671,Curecanti NRA,National Recreation Area,Intermountain ,CO,2018,12,15371,0,50980,0,0,0,0,20,0,0,CURE,43590.56,0.352622219
672,Cuyahoga Valley NP,National Park,Midwest ,OH,2018,1,87889,0,174800,0,439,0,0,0,0,0,CUVA,32571.88,2.698309094
673,Cuyahoga Valley NP,National Park,Midwest ,OH,2018,2,85669,0,179702,0,482,0,0,0,0,0,CUVA,32571.88,2.630152144
674,Cuyahoga Valley NP,National Park,Midwest ,OH,2018,3,105152,0,306361,0,625,0,0,0,0,0,CUVA,32571.88,3.228306134
675,Cuyahoga Valley NP,National Park,Midwest ,OH,2018,4,144536,0,348039,0,864,0,0,0,0,0,CUVA,32571.88,4.43744727
676,Cuyahoga Valley NP,National Park,Midwest ,OH,2018,5,246129,0,1115654,0,611,0,0,0,0,0,CUVA,32571.88,7.556487375
677,Cuyahoga Valley NP,National Park,Midwest ,OH,2018,6,228620,0,598039,0,940,0,0,0,0,0,CUVA,32571.88,7.018937808
678,Cuyahoga Valley NP,National Park,Midwest ,OH,2018,7,298486,0,769673,0,963,0,0,0,0,0,CUVA,32571.88,9.163916851
679,Cuyahoga Valley NP,National Park,Midwest ,OH,2018,8,250311,0,723079,0,1365,0,0,0,0,0,CUVA,32571.88,7.684880332
680,Cuyahoga Valley NP,National Park,Midwest ,OH,2018,9,192662,0,567090,0,746,0,0,0,0,0,CUVA,32571.88,5.914979424
681,Cuyahoga Valley NP,National Park,Midwest ,OH,2018,10,209344,0,696560,0,515,0,0,0,0,0,CUVA,32571.88,6.427138992
682,Cuyahoga Valley NP,National Park,Midwest ,OH,2018,11,136691,0,418586,0,472,0,0,0,0,0,CUVA,32571.88,4.196595345
683,Cuyahoga Valley NP,National Park,Midwest ,OH,2018,12,110564,0,369221,0,585,0,0,0,0,0,CUVA,32571.88,3.394461726
684,Death Valley NP,National Park,Pacific West ,CA,2018,1,80396,3231,720799,3231,1969,148,9768,11558,221,0,DEVA,3372981.42,0.023835293
685,Death Valley NP,National Park,Pacific West ,CA,2018,2,129711,5253,1115359,5253,1961,163,12414,18797,239,0,DEVA,3372981.42,0.038455889
686,Death Valley NP,National Park,Pacific West ,CA,2018,3,163823,6594,1408652,6594,2671,210,17030,22224,455,0,DEVA,3372981.42,0.048569197
687,Death Valley NP,National Park,Pacific West ,CA,2018,4,140669,5537,992423,5537,2871,205,8500,6867,89,0,DEVA,3372981.42,0.041704647
688,Death Valley NP,National Park,Pacific West ,CA,2018,5,158670,6136,972710,6136,2433,196,3427,2179,28,0,DEVA,3372981.42,0.047041469
689,Death Valley NP,National Park,Pacific West ,CA,2018,6,110111,4247,648347,4247,2216,96,844,566,6,0,DEVA,3372981.42,0.032645006
690,Death Valley NP,National Park,Pacific West ,CA,2018,7,142972,5622,843373,5622,4778,126,606,339,2,0,DEVA,3372981.42,0.042387426
691,Death Valley NP,National Park,Pacific West ,CA,2018,8,182929,7191,1074076,7191,5179,63,892,451,4,0,DEVA,3372981.42,0.054233622
692,Death Valley NP,National Park,Pacific West ,CA,2018,9,150012,5723,895227,5723,2305,227,1736,1510,6,0,DEVA,3372981.42,0.0444746
693,Death Valley NP,National Park,Pacific West ,CA,2018,10,176518,6854,1129653,6854,2639,363,4545,5610,83,0,DEVA,3372981.42,0.05233293
694,Death Valley NP,National Park,Pacific West ,CA,2018,11,126623,5091,1138839,5091,2094,390,13627,20803,249,0,DEVA,3372981.42,0.037540379
695,Death Valley NP,National Park,Pacific West ,CA,2018,12,116226,4727,813834,4727,2095,361,5581,6659,103,0,DEVA,3372981.42,0.034457943
696,Delaware Water Gap NRA,National Recreation Area,Northeast ,PA,2018,1,138242,4500,564266,4500,0,0,0,0,242,0,DEWA,70636.99,1.957076597
697,Delaware Water Gap NRA,National Recreation Area,Northeast ,PA,2018,2,161733,4500,663671,4500,0,0,0,0,305,0,DEWA,70636.99,2.289636067
698,Delaware Water Gap NRA,National Recreation Area,Northeast ,PA,2018,3,57348,4500,245910,4500,0,0,0,0,251,0,DEWA,70636.99,0.811869249
699,Delaware Water Gap NRA,National Recreation Area,Northeast ,PA,2018,4,248223,4500,1048731,4500,0,0,0,0,1008,0,DEWA,70636.99,3.514065364
700,Delaware Water Gap NRA,National Recreation Area,Northeast ,PA,2018,5,336005,4500,1474859,4500,0,1067,0,0,2203,0,DEWA,70636.99,4.756785361
701,Delaware Water Gap NRA,National Recreation Area,Northeast ,PA,2018,6,355257,4500,1567627,4500,0,1600,0,0,1285,0,DEWA,70636.99,5.029333781
702,Delaware Water Gap NRA,National Recreation Area,Northeast ,PA,2018,7,510605,4500,2220239,4500,0,2187,0,0,3129,0,DEWA,70636.99,7.228578115
703,Delaware Water Gap NRA,National Recreation Area,Northeast ,PA,2018,8,423438,4500,1870410,4500,0,2273,0,0,3094,0,DEWA,70636.99,5.994564604
704,Delaware Water Gap NRA,National Recreation Area,Northeast ,PA,2018,9,316166,4500,1389686,4500,0,1314,0,0,2456,0,DEWA,70636.99,4.475926848
705,Delaware Water Gap NRA,National Recreation Area,Northeast ,PA,2018,10,298907,4500,1251787,4500,0,260,0,0,399,0,DEWA,70636.99,4.231593107
706,Delaware Water Gap NRA,National Recreation Area,Northeast ,PA,2018,11,248943,4500,1011410,4500,0,0,0,0,18,0,DEWA,70636.99,3.524258324
707,Delaware Water Gap NRA,National Recreation Area,Northeast ,PA,2018,12,167054,4500,679977,4500,0,0,0,0,300,0,DEWA,70636.99,2.364964872
708,Denali NP & PRES,National Park,Alaska,AK,2018,1,890,14384,10256,14384,0,0,0,0,2,0,DENA,6075028.96,0.000146501
709,Denali NP & PRES,National Park,Alaska,AK,2018,2,1710,14642,18528,14642,0,0,0,0,13,0,DENA,6075028.96,0.00028148
710,Denali NP & PRES,National Park,Alaska,AK,2018,3,4457,21568,56666,21568,0,0,0,0,154,0,DENA,6075028.96,0.000733659
711,Denali NP & PRES,National Park,Alaska,AK,2018,4,3653,47840,88152,47840,0,0,0,0,1565,0,DENA,6075028.96,0.000601314
712,Denali NP & PRES,National Park,Alaska,AK,2018,5,52147,123692,788734,123692,0,1884,0,0,11500,0,DENA,6075028.96,0.008583827
713,Denali NP & PRES,National Park,Alaska,AK,2018,6,141216,160829,1501176,160829,0,6672,0,0,2831,0,DENA,6075028.96,0.023245321
714,Denali NP & PRES,National Park,Alaska,AK,2018,7,168177,161948,1783448,161948,0,7607,0,0,3493,0,DENA,6075028.96,0.027683325
715,Denali NP & PRES,National Park,Alaska,AK,2018,8,150861,123795,1540505,123795,0,7709,0,0,2848,0,DENA,6075028.96,0.024832968
716,Denali NP & PRES,National Park,Alaska,AK,2018,9,65251,58012,686742,58012,0,3715,0,0,1304,0,DENA,6075028.96,0.010740854
717,Denali NP & PRES,National Park,Alaska,AK,2018,10,3650,25568,41844,25568,0,0,0,0,28,0,DENA,6075028.96,0.00060082
718,Denali NP & PRES,National Park,Alaska,AK,2018,11,1996,19420,23172,19420,0,0,0,0,8,0,DENA,6075028.96,0.000328558
719,Denali NP & PRES,National Park,Alaska,AK,2018,12,652,12334,7348,12334,0,0,0,0,2,0,DENA,6075028.96,0.000107325
720,Devils Postpile NM,National Monument,Pacific West ,CA,2018,1,0,0,0,0,0,0,0,0,0,0,DEPO,800.19,0
721,Devils Postpile NM,National Monument,Pacific West ,CA,2018,2,0,0,0,0,0,0,0,0,0,0,DEPO,800.19,0
722,Devils Postpile NM,National Monument,Pacific West ,CA,2018,3,0,0,0,0,0,0,0,0,0,0,DEPO,800.19,0
723,Devils Postpile NM,National Monument,Pacific West ,CA,2018,4,0,0,0,0,0,0,0,0,0,0,DEPO,800.19,0
724,Devils Postpile NM,National Monument,Pacific West ,CA,2018,5,0,0,0,0,0,0,0,0,0,0,DEPO,800.19,0
725,Devils Postpile NM,National Monument,Pacific West ,CA,2018,6,17800,0,62302,0,0,0,0,0,0,0,DEPO,800.19,22.24471688
726,Devils Postpile NM,National Monument,Pacific West ,CA,2018,7,48736,0,170578,0,0,0,0,0,0,0,DEPO,800.19,60.90553494
727,Devils Postpile NM,National Monument,Pacific West ,CA,2018,8,33074,0,115761,0,0,0,0,0,0,0,DEPO,800.19,41.33268349
728,Devils Postpile NM,National Monument,Pacific West ,CA,2018,9,30627,0,107194,0,0,0,0,0,0,0,DEPO,800.19,38.27465977
729,Devils Postpile NM,National Monument,Pacific West ,CA,2018,10,9487,0,33204,0,0,0,0,0,0,0,DEPO,800.19,11.85593422
730,Devils Postpile NM,National Monument,Pacific West ,CA,2018,11,0,0,0,0,0,0,0,0,0,0,DEPO,800.19,0
731,Devils Postpile NM,National Monument,Pacific West ,CA,2018,12,0,0,0,0,0,0,0,0,0,0,DEPO,800.19,0
732,Devils Tower NM,National Monument,Intermountain ,WY,2018,1,2029,52,4870,52,0,0,0,0,0,0,DETO,1347.21,1.506075519
733,Devils Tower NM,National Monument,Intermountain ,WY,2018,2,1856,99,4453,99,0,0,0,0,0,0,DETO,1347.21,1.377661983
734,Devils Tower NM,National Monument,Intermountain ,WY,2018,3,6241,100,14979,100,0,0,0,0,0,0,DETO,1347.21,4.632536872
735,Devils Tower NM,National Monument,Intermountain ,WY,2018,4,10863,148,26071,148,0,0,0,0,0,0,DETO,1347.21,8.063330884
736,Devils Tower NM,National Monument,Intermountain ,WY,2018,5,40655,267,126171,267,0,0,732,1056,0,0,DETO,1347.21,30.17718099
737,Devils Tower NM,National Monument,Intermountain ,WY,2018,6,96302,1011,294516,1011,0,0,1852,2110,0,0,DETO,1347.21,71.48254541
738,Devils Tower NM,National Monument,Intermountain ,WY,2018,7,118287,334,349913,334,0,0,2051,2076,0,0,DETO,1347.21,87.80145634
739,Devils Tower NM,National Monument,Intermountain ,WY,2018,8,101529,446,307005,446,0,0,1838,2121,0,0,DETO,1347.21,75.36241566
740,Devils Tower NM,National Monument,Intermountain ,WY,2018,9,62826,188,197049,188,0,0,977,1914,0,0,DETO,1347.21,46.63415503
741,Devils Tower NM,National Monument,Intermountain ,WY,2018,10,19672,232,56760,232,0,0,219,378,0,0,DETO,1347.21,14.60202938
742,Devils Tower NM,National Monument,Intermountain ,WY,2018,11,5413,170,13165,170,0,0,5,5,0,0,DETO,1347.21,4.017933359
743,Devils Tower NM,National Monument,Intermountain ,WY,2018,12,2543,92,6104,92,0,0,0,0,0,0,DETO,1347.21,1.887604754
744,Dinosaur NM,National Monument,Intermountain ,CO,2018,1,5686,61,8367,61,0,0,0,0,1,0,DINO,210281.92,0.02703989
745,Dinosaur NM,National Monument,Intermountain ,CO,2018,2,3773,61,7166,61,0,0,0,0,0,0,DINO,210281.92,0.017942579
746,Dinosaur NM,National Monument,Intermountain ,CO,2018,3,9593,61,29119,61,0,0,119,111,278,0,DINO,210281.92,0.045619709
747,Dinosaur NM,National Monument,Intermountain ,CO,2018,4,17249,61,82034,61,0,0,393,561,1293,0,DINO,210281.92,0.082027975
748,Dinosaur NM,National Monument,Intermountain ,CO,2018,5,40886,61,268720,61,0,0,2946,1962,5718,0,DINO,210281.92,0.194434215
749,Dinosaur NM,National Monument,Intermountain ,CO,2018,6,56183,61,403348,61,0,0,4123,3496,8127,0,DINO,210281.92,0.267179413
750,Dinosaur NM,National Monument,Intermountain ,CO,2018,7,60948,61,353493,61,0,0,3465,3416,6456,0,DINO,210281.92,0.289839469
751,Dinosaur NM,National Monument,Intermountain ,CO,2018,8,48967,61,285153,61,0,0,3272,2562,5083,0,DINO,210281.92,0.232863577
752,Dinosaur NM,National Monument,Intermountain ,CO,2018,9,34002,61,185334,61,0,0,2319,2706,2205,0,DINO,210281.92,0.161697211
753,Dinosaur NM,National Monument,Intermountain ,CO,2018,10,16555,61,81945,61,0,0,737,289,975,0,DINO,210281.92,0.078727643
754,Dinosaur NM,National Monument,Intermountain ,CO,2018,11,6760,61,33317,61,0,0,62,32,625,0,DINO,210281.92,0.032147319
755,Dinosaur NM,National Monument,Intermountain ,CO,2018,12,3866,61,7603,61,0,0,5,0,0,0,DINO,210281.92,0.018384843
756,Dry Tortugas NP,National Park,Southeast ,FL,2018,1,4236,15,49710,15,0,0,316,0,0,15,DRTO,64701.22,0.065470172
757,Dry Tortugas NP,National Park,Southeast ,FL,2018,2,6474,198,71295,198,0,0,416,0,0,198,DRTO,64701.22,0.100059937
758,Dry Tortugas NP,National Park,Southeast ,FL,2018,3,5509,129,70164,129,0,0,338,0,0,129,DRTO,64701.22,0.085145226
759,Dry Tortugas NP,National Park,Southeast ,FL,2018,4,4908,216,65544,216,0,0,554,0,0,216,DRTO,64701.22,0.075856375
760,Dry Tortugas NP,National Park,Southeast ,FL,2018,5,5488,2001,64731,2001,0,0,0,0,0,2001,DRTO,64701.22,0.084820657
761,Dry Tortugas NP,National Park,Southeast ,FL,2018,6,5854,318,83832,318,0,0,1132,0,0,318,DRTO,64701.22,0.090477428
762,Dry Tortugas NP,National Park,Southeast ,FL,2018,7,6162,489,82644,489,0,0,890,0,0,489,DRTO,64701.22,0.095237771
763,Dry Tortugas NP,National Park,Southeast ,FL,2018,8,6484,372,81690,372,0,0,442,0,0,372,DRTO,64701.22,0.100214494
764,Dry Tortugas NP,National Park,Southeast ,FL,2018,9,4845,105,61098,105,0,0,362,0,0,105,DRTO,64701.22,0.074882668
765,Dry Tortugas NP,National Park,Southeast ,FL,2018,10,643,114,9111,114,0,0,174,0,0,114,DRTO,64701.22,0.009937989
766,Dry Tortugas NP,National Park,Southeast ,FL,2018,11,4921,285,61560,285,0,0,230,0,0,285,DRTO,64701.22,0.076057298
767,Dry Tortugas NP,National Park,Southeast ,FL,2018,12,1286,213,14364,213,0,0,76,0,0,213,DRTO,64701.22,0.019875978
768,Effigy Mounds NM,National Monument,Midwest ,IA,2018,1,2110,100,5276,100,0,0,0,0,0,0,EFMO,2526.39,0.8351838
769,Effigy Mounds NM,National Monument,Midwest ,IA,2018,2,2604,100,6511,100,0,0,0,0,0,0,EFMO,2526.39,1.030719723
770,Effigy Mounds NM,National Monument,Midwest ,IA,2018,3,3540,100,8850,100,0,0,0,0,0,0,EFMO,2526.39,1.401208839
771,Effigy Mounds NM,National Monument,Midwest ,IA,2018,4,4953,100,12382,100,0,0,0,0,0,0,EFMO,2526.39,1.96050491
772,Effigy Mounds NM,National Monument,Midwest ,IA,2018,5,4465,100,11163,100,0,0,0,0,0,0,EFMO,2526.39,1.767343918
773,Effigy Mounds NM,National Monument,Midwest ,IA,2018,6,6774,100,16935,100,0,0,0,0,0,0,EFMO,2526.39,2.681296237
774,Effigy Mounds NM,National Monument,Midwest ,IA,2018,7,9620,100,24049,100,0,0,0,0,0,0,EFMO,2526.39,3.807804812
775,Effigy Mounds NM,National Monument,Midwest ,IA,2018,8,7078,100,17695,100,0,0,0,0,0,0,EFMO,2526.39,2.801626036
776,Effigy Mounds NM,National Monument,Midwest ,IA,2018,9,5154,100,12884,100,0,0,0,0,0,0,EFMO,2526.39,2.040065073
777,Effigy Mounds NM,National Monument,Midwest ,IA,2018,10,5970,100,14925,100,0,0,0,0,0,0,EFMO,2526.39,2.363055585
778,Effigy Mounds NM,National Monument,Midwest ,IA,2018,11,1668,100,4170,100,0,0,0,0,0,0,EFMO,2526.39,0.660230606
779,Effigy Mounds NM,National Monument,Midwest ,IA,2018,12,1640,100,4099,100,0,0,0,0,0,0,EFMO,2526.39,0.649147598
780,El Malpais NM,National Monument,Intermountain ,NM,2018,1,6808,60,27234,60,0,0,0,0,0,0,ELMA,114347.11,0.059538015
781,El Malpais NM,National Monument,Intermountain ,NM,2018,2,7551,60,30204,60,0,0,0,0,0,0,ELMA,114347.11,0.066035775
782,El Malpais NM,National Monument,Intermountain ,NM,2018,3,14621,60,58485,60,0,0,0,0,0,0,ELMA,114347.11,0.127865059
783,El Malpais NM,National Monument,Intermountain ,NM,2018,4,14783,60,59132,60,0,0,0,0,0,0,ELMA,114347.11,0.129281798
784,El Malpais NM,National Monument,Intermountain ,NM,2018,5,17748,60,70992,60,0,0,0,0,0,0,ELMA,114347.11,0.155211618
785,El Malpais NM,National Monument,Intermountain ,NM,2018,6,15810,60,63242,60,0,0,0,0,0,0,ELMA,114347.11,0.138263223
786,El Malpais NM,National Monument,Intermountain ,NM,2018,7,18105,60,72420,60,0,0,0,0,0,0,ELMA,114347.11,0.158333691
787,El Malpais NM,National Monument,Intermountain ,NM,2018,8,14665,60,58661,60,0,0,0,0,0,0,ELMA,114347.11,0.128249853
788,El Malpais NM,National Monument,Intermountain ,NM,2018,9,15236,60,60945,60,0,0,0,0,0,0,ELMA,114347.11,0.13324342
789,El Malpais NM,National Monument,Intermountain ,NM,2018,10,14351,60,57402,60,0,0,0,0,0,0,ELMA,114347.11,0.125503828
790,El Malpais NM,National Monument,Intermountain ,NM,2018,11,9462,60,37848,60,0,0,0,0,0,0,ELMA,114347.11,0.082748047
791,El Malpais NM,National Monument,Intermountain ,NM,2018,12,5228,60,20912,60,0,0,0,0,0,0,ELMA,114347.11,0.045720438
792,El Morro NM,National Monument,Intermountain ,NM,2018,1,2647,584,6431,584,0,0,21,39,0,0,ELMO,1278.72,2.070038789
793,El Morro NM,National Monument,Intermountain ,NM,2018,2,2856,630,6947,630,0,0,34,31,0,0,ELMO,1278.72,2.233483483
794,El Morro NM,National Monument,Intermountain ,NM,2018,3,5138,1133,15166,1133,0,0,112,146,0,0,ELMO,1278.72,4.018080581
795,El Morro NM,National Monument,Intermountain ,NM,2018,4,6992,1485,24860,1485,0,0,267,305,0,0,ELMO,1278.72,5.467967968
796,El Morro NM,National Monument,Intermountain ,NM,2018,5,8063,1595,29681,1595,0,0,423,290,0,0,ELMO,1278.72,6.305524274
797,El Morro NM,National Monument,Intermountain ,NM,2018,6,7157,1415,24451,1415,0,0,377,157,0,0,ELMO,1278.72,5.597003253
798,El Morro NM,National Monument,Intermountain ,NM,2018,7,7618,1506,22619,1506,0,0,223,165,0,0,ELMO,1278.72,5.95752002
799,El Morro NM,National Monument,Intermountain ,NM,2018,8,8582,1697,24383,1697,0,0,232,148,0,0,ELMO,1278.72,6.711398899
800,El Morro NM,National Monument,Intermountain ,NM,2018,9,5315,1129,20992,1129,0,0,389,157,0,0,ELMO,1278.72,4.15650025
801,El Morro NM,National Monument,Intermountain ,NM,2018,10,4841,1068,18129,1068,0,0,239,205,0,0,ELMO,1278.72,3.785817067
802,El Morro NM,National Monument,Intermountain ,NM,2018,11,3994,881,12187,881,0,0,133,88,0,0,ELMO,1278.72,3.123435936
803,El Morro NM,National Monument,Intermountain ,NM,2018,12,2250,496,7217,496,0,0,88,55,0,0,ELMO,1278.72,1.759572072
804,Everglades NP,National Park,Southeast ,FL,2018,1,33950,600,344761,600,0,4777,0,0,2688,0,EVER,1508938.57,0.022499259
805,Everglades NP,National Park,Southeast ,FL,2018,2,66837,600,354721,600,0,3663,0,0,0,0,EVER,1508938.57,0.04429405
806,Everglades NP,National Park,Southeast ,FL,2018,3,45018,600,237408,600,0,0,0,0,1565,0,EVER,1508938.57,0.029834217
807,Everglades NP,National Park,Southeast ,FL,2018,4,35737,600,122517,600,0,0,0,0,0,0,EVER,1508938.57,0.023683535
808,Everglades NP,National Park,Southeast ,FL,2018,5,31090,600,114867,600,0,0,0,0,0,0,EVER,1508938.57,0.020603887
809,Everglades NP,National Park,Southeast ,FL,2018,6,30697,300,103189,300,0,0,0,0,117,0,EVER,1508938.57,0.020343439
810,Everglades NP,National Park,Southeast ,FL,2018,7,36653,300,125513,300,0,0,0,0,21,0,EVER,1508938.57,0.024290585
811,Everglades NP,National Park,Southeast ,FL,2018,8,26945,300,99151,300,0,0,0,0,0,0,EVER,1508938.57,0.017856923
812,Everglades NP,National Park,Southeast ,FL,2018,9,37443,300,136162,300,0,0,0,0,0,0,EVER,1508938.57,0.024814131
813,Everglades NP,National Park,Southeast ,FL,2018,10,58920,600,205224,600,0,0,0,0,0,0,EVER,1508938.57,0.039047315
814,Everglades NP,National Park,Southeast ,FL,2018,11,74544,600,197244,600,0,0,0,0,0,0,EVER,1508938.57,0.049401613
815,Everglades NP,National Park,Southeast ,FL,2018,12,119290,600,514255,600,0,0,0,0,0,0,EVER,1508938.57,0.079055571
816,Fire Island NS,National Seashore,Northeast ,NY,2018,1,6224,25473,12448,25473,0,0,0,0,0,0,FIIS,19580.65,0.317864831
